Wiki_ID,TOXICITY,Sexual Orientation,Gender,Race/National Origin,Religion,Age,Disability
19610.0,0.036827173,0,0,0,4,0,0
19611.0,0.596723497,0,0,4,0,0,0
19612.0,0.919005513,1,0,0,0,0,0
19613.0,0.971321344,9,0,0,0,0,0
19614.0,0.170348793,0,0,8,0,0,0
19615.0,0.681921661,0,0,0,0,3,0
19616.0,0.049865466,0,0,3,0,0,0
19617.0,0.954465449,0,0,0,0,8,0
19618.0,0.78366524,0,0,0,5,0,0
19619.0,0.949984908,0,0,0,7,0,0
19620.0,0.963771045,0,5,0,0,0,0
19621.0,0.352268338,0,0,0,5,0,0
19622.0,0.152694538,0,0,0,0,1,0
19623.0,0.490277141,0,0,3,0,0,0
19624.0,0.957388341,0,0,0,0,4,0
19625.0,0.272758871,3,0,0,0,0,0
19626.0,0.745668769,0,0,0,0,0,3
19627.0,0.266244203,0,0,0,8,0,0
19628.0,0.76519382,0,0,10,0,0,0
19629.0,0.977746487,0,0,17,0,0,0
19630.0,0.057306681,0,0,5,0,0,0
19631.0,0.831510425,0,1,0,0,0,0
19632.0,0.815850556,0,0,0,3,0,0
19633.0,0.038260318,0,0,0,0,2,0
19634.0,0.163814709,0,0,0,0,3,0
19635.0,0.887038708,0,0,0,0,6,0
19636.0,0.90534097,0,0,0,0,5,0
19637.0,0.412944019,0,5,0,0,0,0
19638.0,0.296771407,8,0,0,0,0,0
19639.0,0.524060607,0,0,0,5,0,0
19640.0,0.072332315,0,0,0,0,7,0
19641.0,0.084655151,0,0,0,3,0,0
19642.0,0.047179211,0,0,8,0,0,0
19643.0,0.7071172,2,0,0,0,0,0
19644.0,0.970311522,4,0,0,0,0,0
19645.0,0.238480464,0,0,14,0,0,0
19646.0,0.96625948,0,0,0,5,0,0
19647.0,0.939510882,2,0,0,0,0,0
19648.0,0.139141947,0,0,13,0,0,0
19649.0,0.887038708,0,0,15,0,0,0
19650.0,0.067021795,3,0,0,0,0,0
19651.0,0.844079137,0,0,8,0,0,0
19652.0,0.982535005,0,0,0,8,0,0
19653.0,0.065657474,0,0,16,0,0,0
19654.0,0.912144482,0,0,0,0,8,0
19655.0,0.912567496,0,0,4,0,0,0
19656.0,0.070687793,0,0,9,0,0,0
19657.0,0.051143911,0,0,0,0,0,1
19658.0,0.0315345,0,0,11,0,0,0
19659.0,0.413738757,0,0,2,0,0,0
19660.0,0.231746823,0,4,0,0,0,0
19661.0,0.036990967,0,0,10,0,0,0
19662.0,0.316559851,0,0,0,0,0,3
19663.0,0.187820703,0,0,0,0,7,0
19664.0,0.974135041,0,0,0,0,7,0
19665.0,0.300572306,0,0,0,3,0,0
19666.0,0.956047118,0,0,0,6,0,0
19667.0,0.939851284,0,0,0,0,2,0
19668.0,0.960276008,0,0,0,0,4,0
19669.0,0.065770626,0,1,0,0,0,0
19670.0,0.093444481,0,0,0,8,0,0
19671.0,0.022685045,0,0,3,0,0,0
19672.0,0.71671313,7,0,0,0,0,0
19673.0,0.308544874,0,0,1,0,0,0
19674.0,0.181121677,0,0,0,0,0,1
19675.0,0.039964452,0,2,0,0,0,0
19676.0,0.050547022,3,0,0,0,0,0
19677.0,0.952435255,0,1,0,0,0,0
19678.0,0.961456835,0,2,0,0,0,0
19679.0,0.432520777,0,0,0,6,0,0
19680.0,0.322026014,0,0,0,0,4,0
19681.0,0.204097852,0,0,5,0,0,0
19682.0,0.948159695,5,0,0,0,0,0
19683.0,0.887116849,0,0,0,6,0,0
19684.0,0.064086393,0,0,0,1,0,0
19685.0,0.922532856,0,2,0,0,0,0
19686.0,0.136000171,0,0,0,0,3,0
19687.0,0.299302876,0,0,1,0,0,0
19688.0,0.884062946,0,0,11,0,0,0
19689.0,0.274374336,0,0,0,4,0,0
19690.0,0.292017519,0,5,0,0,0,0
19691.0,0.910240769,0,0,16,0,0,0
19692.0,0.452409834,0,0,0,0,0,1
19693.0,0.922692776,0,0,0,0,6,0
19694.0,0.727344811,0,0,0,0,6,0
19695.0,0.607900083,0,0,0,0,0,3
19696.0,0.958423555,0,0,0,0,2,0
19697.0,0.83756727,0,0,0,0,8,0
19698.0,0.360975266,0,0,0,0,7,0
19699.0,0.709257483,0,0,3,0,0,0
19700.0,0.411568254,0,0,4,0,0,0
19701.0,0.372007847,0,0,0,0,5,0
19702.0,0.874892175,0,0,0,4,0,0
19703.0,0.932807982,0,0,0,0,7,0
19704.0,0.148708969,0,0,12,0,0,0
19705.0,0.293639034,1,0,0,0,0,0
19706.0,0.019978872,0,0,0,2,0,0
19707.0,0.782198191,0,2,0,0,0,0
19708.0,0.887038708,0,0,0,0,6,0
19709.0,0.017125538,0,0,2,0,0,0
19710.0,0.24665159,0,0,0,0,5,0
19711.0,0.922532856,2,0,0,0,0,0
19712.0,0.936011076,3,0,0,0,0,0
19713.0,0.958423555,0,0,0,0,2,0
19714.0,0.09281984,3,0,0,0,0,0
19715.0,0.763069272,0,0,0,0,0,3
19716.0,0.566009641,0,5,0,0,0,0
19717.0,0.220007375,0,0,0,0,3,0
19718.0,0.163814709,0,0,0,0,3,0
19719.0,0.435577005,0,0,0,2,0,0
19720.0,0.053905949,0,0,0,0,1,0
19721.0,0.051143911,0,2,0,0,0,0
19722.0,0.181121677,0,0,0,0,0,1
19723.0,0.942619443,0,0,0,0,0,1
19724.0,0.186875448,0,0,0,0,5,0
19725.0,0.926846921,0,4,0,0,0,0
19726.0,0.130499482,0,0,0,0,3,0
19727.0,0.505956113,0,0,0,4,0,0
19728.0,0.967870831,0,3,0,0,0,0
19729.0,0.023001073,0,0,4,0,0,0
19730.0,0.414330542,0,0,0,8,0,0
19731.0,0.723397553,0,0,4,0,0,0
19732.0,0.03330626,0,0,11,0,0,0
19733.0,0.304976672,8,0,0,0,0,0
19734.0,0.029144676,0,0,10,0,0,0
19735.0,0.275680035,6,0,0,0,0,0
19736.0,0.949497283,8,0,0,0,0,0
19737.0,0.655892551,8,0,0,0,0,0
19738.0,0.970727563,0,0,0,0,8,0
19739.0,0.01473469,0,0,7,0,0,0
19740.0,0.976564527,4,0,0,0,0,0
19741.0,0.344698936,0,0,10,0,0,0
19742.0,0.909392357,0,0,0,7,0,0
19743.0,0.961780608,0,0,4,0,0,0
19744.0,0.041199796,0,0,0,0,2,0
19745.0,0.12516591,0,0,0,0,1,0
19746.0,0.138871923,0,0,3,0,0,0
19747.0,0.12376871,0,0,5,0,0,0
19748.0,0.984544575,0,5,0,0,0,0
19749.0,0.807712793,4,0,0,0,0,0
19750.0,0.767459571,8,0,0,0,0,0
19751.0,0.027878663,0,0,9,0,0,0
19752.0,0.891569614,0,0,2,0,0,0
19753.0,0.365939438,0,0,10,0,0,0
19754.0,0.958656669,0,0,0,0,1,0
19755.0,0.127040759,0,0,0,2,0,0
19756.0,0.955505788,0,0,0,7,0,0
19757.0,0.447271109,0,3,0,0,0,0
19758.0,0.938646197,0,0,0,7,0,0
19759.0,0.372296005,0,0,0,0,6,0
19760.0,0.376119196,0,0,16,0,0,0
19761.0,0.66843456,3,0,0,0,0,0
19762.0,0.782198191,0,0,15,0,0,0
19763.0,0.311988086,0,0,0,7,0,0
19764.0,0.966820776,0,3,0,0,0,0
19765.0,0.978411078,0,0,17,0,0,0
19766.0,0.100740351,0,0,9,0,0,0
19767.0,0.376119196,0,0,16,0,0,0
19768.0,0.166800827,0,0,9,0,0,0
19769.0,0.716285288,9,0,0,0,0,0
19770.0,0.181121677,0,0,0,0,6,0
19771.0,0.902668178,0,0,0,4,0,0
19772.0,0.969550848,0,4,0,0,0,0
19773.0,0.184237361,6,0,0,0,0,0
19774.0,0.958664417,0,0,0,2,0,0
19775.0,0.769484699,6,0,0,0,0,0
19776.0,0.579612672,0,0,0,8,0,0
19777.0,0.165982619,6,0,0,0,0,0
19778.0,0.114271387,0,0,0,0,7,0
19779.0,0.976868272,6,0,0,0,0,0
19780.0,0.047493514,0,0,8,0,0,0
19781.0,0.983512819,0,0,0,7,0,0
19782.0,0.075848885,0,0,7,0,0,0
19783.0,0.867239773,0,0,17,0,0,0
19784.0,0.844006479,0,3,0,0,0,0
19785.0,0.896964729,0,0,3,0,0,0
19786.0,0.981229007,9,0,0,0,0,0
19787.0,0.270306379,0,0,0,0,0,2
19788.0,0.360975266,0,0,0,0,6,0
19789.0,0.972618818,0,0,0,0,2,0
19790.0,0.942619443,0,0,0,6,0,0
19791.0,0.033438522,0,0,0,0,5,0
19792.0,0.801037312,0,0,0,0,6,0
19793.0,0.873003244,0,0,0,0,2,0
19794.0,0.926846921,0,4,0,0,0,0
19795.0,0.897176266,0,0,9,0,0,0
19796.0,0.190078452,0,0,7,0,0,0
19797.0,0.903069019,4,0,0,0,0,0
19798.0,0.063555151,0,0,5,0,0,0
19799.0,0.14189516,0,0,0,1,0,0
19800.0,0.841032326,0,1,0,0,0,0
19801.0,0.906911373,0,0,0,0,4,0
19802.0,0.45679006,0,0,0,4,0,0
19803.0,0.910236955,0,0,0,0,5,0
19804.0,0.022081925,0,0,0,1,0,0
19805.0,0.952177525,8,0,0,0,0,0
19806.0,0.064772889,0,0,4,0,0,0
19807.0,0.956047118,2,0,0,0,0,0
19808.0,0.922532856,0,0,0,0,0,2
19809.0,0.809423864,8,0,0,0,0,0
19810.0,0.982277453,0,0,0,0,8,0
19811.0,0.022419577,0,0,7,0,0,0
19812.0,0.181121677,0,0,15,0,0,0
19813.0,0.014475915,0,0,7,0,0,0
19814.0,0.945483148,0,0,4,0,0,0
19815.0,0.897105634,9,0,0,0,0,0
19816.0,0.922532856,0,0,13,0,0,0
19817.0,0.285135746,0,0,3,0,0,0
19818.0,0.119566895,0,0,7,0,0,0
19819.0,0.959706903,0,0,11,0,0,0
19820.0,0.691636205,7,0,0,0,0,0
19821.0,0.278978586,0,0,0,8,0,0
19822.0,0.025692638,0,0,0,5,0,0
19823.0,0.093461998,1,0,0,0,0,0
19824.0,0.935232162,0,0,0,0,2,0
19825.0,0.913646519,8,0,0,0,0,0
19826.0,0.238480464,1,0,0,0,0,0
19827.0,0.967697322,0,0,10,0,0,0
19828.0,0.083902039,0,0,4,0,0,0
19829.0,0.956688344,0,0,0,0,3,0
19830.0,0.09349376,0,0,2,0,0,0
19831.0,0.054919716,0,0,2,0,0,0
19832.0,0.974135041,0,0,14,0,0,0
19833.0,0.013517803,0,0,0,0,1,0
19834.0,0.782198191,0,0,15,0,0,0
19835.0,0.878797293,0,1,0,0,0,0
19836.0,0.785834491,0,0,0,0,1,0
19837.0,0.126028761,0,0,0,1,0,0
19838.0,0.950115502,5,0,0,0,0,0
19839.0,0.782198191,0,0,0,0,0,2
19840.0,0.270306379,2,0,0,0,0,0
19841.0,0.754546404,0,0,0,0,0,2
19842.0,0.18554312,0,0,0,8,0,0
19843.0,0.111874953,0,0,0,1,0,0
19844.0,0.769083679,0,0,4,0,0,0
19845.0,0.840443969,0,0,7,0,0,0
19846.0,0.967622757,0,0,0,0,5,0
19847.0,0.741677523,0,0,9,0,0,0
19848.0,0.256116539,0,1,0,0,0,0
19849.0,0.803899348,0,0,8,0,0,0
19850.0,0.365939438,0,0,10,0,0,0
19851.0,0.070687793,0,0,9,0,0,0
19852.0,0.936580956,0,0,9,0,0,0
19853.0,0.452115953,0,0,0,7,0,0
19854.0,0.958610833,8,0,0,0,0,0
19855.0,0.11435809,0,0,0,0,6,0
19856.0,0.061485566,0,0,0,0,5,0
19857.0,0.791142106,0,0,0,0,4,0
19858.0,0.654047489,0,0,0,0,7,0
19859.0,0.970448494,0,0,0,1,0,0
19860.0,0.187820703,0,0,0,0,0,2
19861.0,0.090622775,0,0,8,0,0,0
19862.0,0.809130728,7,0,0,0,0,0
19863.0,0.858412504,5,0,0,0,0,0
19864.0,0.948023558,9,0,0,0,0,0
19865.0,0.956047118,0,0,0,0,6,0
19866.0,0.300572306,0,0,0,3,0,0
19867.0,0.036772471,0,0,0,4,0,0
19868.0,0.158751667,0,1,0,0,0,0
19869.0,0.012265596,0,0,4,0,0,0
19870.0,0.21809274,0,0,0,5,0,0
19871.0,0.859328032,8,0,0,0,0,0
19872.0,0.754375994,0,0,0,0,1,0
19873.0,0.028239287,0,0,0,0,4,0
19874.0,0.016049119,0,0,0,0,1,0
19875.0,0.025987044,0,0,0,4,0,0
19876.0,0.686931312,0,0,9,0,0,0
19877.0,0.360975266,0,0,0,0,0,1
19878.0,0.719046414,0,5,0,0,0,0
19879.0,0.279691517,0,0,0,0,0,3
19880.0,0.274154395,0,3,0,0,0,0
19881.0,0.156465933,0,0,2,0,0,0
19882.0,0.360975266,0,0,14,0,0,0
19883.0,0.345757544,0,0,0,0,0,2
19884.0,0.951601267,6,0,0,0,0,0
19885.0,0.341112196,0,0,0,7,0,0
19886.0,0.956047118,0,0,0,0,0,2
19887.0,0.883023798,0,0,0,7,0,0
19888.0,0.087867349,0,0,0,2,0,0
19889.0,0.943322837,0,0,0,1,0,0
19890.0,0.973496079,0,0,0,4,0,0
19891.0,0.907498837,0,2,0,0,0,0
19892.0,0.950175345,0,2,0,0,0,0
19893.0,0.960043967,0,0,14,0,0,0
19894.0,0.94175595,9,0,0,0,0,0
19895.0,0.878797293,0,1,0,0,0,0
19896.0,0.957526922,0,0,7,0,0,0
19897.0,0.467234403,4,0,0,0,0,0
19898.0,0.917762995,0,0,11,0,0,0
19899.0,0.953956723,0,5,0,0,0,0
19900.0,0.965616643,0,0,0,4,0,0
19901.0,0.360975266,0,0,0,0,6,0
19902.0,0.070687793,0,0,9,0,0,0
19903.0,0.129982054,0,0,0,1,0,0
19904.0,0.150400281,0,0,11,0,0,0
19905.0,0.956047118,0,2,0,0,0,0
19906.0,0.066100329,0,0,0,6,0,0
19907.0,0.049755454,0,0,0,4,0,0
19908.0,0.093461998,1,0,0,0,0,0
19909.0,0.224207938,0,0,0,2,0,0
19910.0,0.900729597,0,2,0,0,0,0
19911.0,0.360975266,0,0,0,0,0,2
19912.0,0.912567496,0,0,4,0,0,0
19913.0,0.432520777,0,0,0,0,0,2
19914.0,0.051143911,0,0,0,0,0,2
19915.0,0.536271691,3,0,0,0,0,0
19916.0,0.12516591,0,0,0,0,1,0
19917.0,0.966667175,0,0,0,3,0,0
19918.0,0.774194479,0,0,12,0,0,0
19919.0,0.941446245,0,0,17,0,0,0
19920.0,0.02038786,0,0,10,0,0,0
19921.0,0.952177525,8,0,0,0,0,0
19922.0,0.010995568,0,0,2,0,0,0
19923.0,0.046531215,0,0,0,0,3,0
19924.0,0.016376195,0,0,7,0,0,0
19925.0,0.973990798,0,0,0,0,0,3
19926.0,0.047571275,0,0,0,7,0,0
19927.0,0.953450024,7,0,0,0,0,0
19928.0,0.865904093,0,0,0,0,3,0
19929.0,0.811379313,0,0,0,7,0,0
19930.0,0.980088532,8,0,0,0,0,0
19931.0,0.870227277,0,0,12,0,0,0
19932.0,0.734883547,0,0,0,4,0,0
19933.0,0.127518848,0,0,9,0,0,0
19934.0,0.564710438,0,0,16,0,0,0
19935.0,0.598206162,0,0,0,7,0,0
19936.0,0.162078604,0,0,0,6,0,0
19937.0,0.653122962,0,0,0,0,6,0
19938.0,0.908921003,0,0,14,0,0,0
19939.0,0.922532856,0,0,15,0,0,0
19940.0,0.828697681,0,0,9,0,0,0
19941.0,0.128212824,0,0,0,2,0,0
19942.0,0.681921661,0,0,0,0,3,0
19943.0,0.124111332,0,0,0,0,0,3
19944.0,0.872855186,0,0,0,6,0,0
19945.0,0.960561633,0,3,0,0,0,0
19946.0,0.046942811,0,3,0,0,0,0
19947.0,0.653122962,1,0,0,0,0,0
19948.0,0.06502331,0,0,0,0,2,0
19949.0,0.065657474,0,0,16,0,0,0
19950.0,0.730449438,0,0,0,0,4,0
19951.0,0.736887753,0,0,0,0,0,1
19952.0,0.37929827,0,0,0,7,0,0
19953.0,0.457914591,0,0,0,0,5,0
19954.0,0.042103156,0,0,0,5,0,0
19955.0,0.031096525,0,0,1,0,0,0
19956.0,0.227245182,5,0,0,0,0,0
19957.0,0.051143911,0,0,0,0,7,0
19958.0,0.355598509,3,0,0,0,0,0
19959.0,0.875728071,0,0,5,0,0,0
19960.0,0.839188099,0,0,0,3,0,0
19961.0,0.854347408,0,0,1,0,0,0
19962.0,0.961109638,0,1,0,0,0,0
19963.0,0.270306379,0,0,13,0,0,0
19964.0,0.013517586,0,0,8,0,0,0
19965.0,0.110662304,0,0,0,0,4,0
19966.0,0.360975266,0,0,0,6,0,0
19967.0,0.611498177,8,0,0,0,0,0
19968.0,0.210344478,0,3,0,0,0,0
19969.0,0.956047118,0,0,0,0,6,0
19970.0,0.360975266,0,0,0,6,0,0
19971.0,0.084373906,0,0,11,0,0,0
19972.0,0.887951374,0,4,0,0,0,0
19973.0,0.162839606,4,0,0,0,0,0
19974.0,0.974135041,0,0,14,0,0,0
19975.0,0.974135041,0,0,0,0,6,0
19976.0,0.309349269,0,0,16,0,0,0
19977.0,0.345757544,1,0,0,0,0,0
19978.0,0.80681932,0,0,0,5,0,0
19979.0,0.745668769,0,0,0,0,0,3
19980.0,0.095085263,4,0,0,0,0,0
19981.0,0.774052382,9,0,0,0,0,0
19982.0,0.867239773,0,0,17,0,0,0
19983.0,0.036827173,0,0,0,4,0,0
19984.0,0.933310628,9,0,0,0,0,0
19985.0,0.082998574,0,1,0,0,0,0
19986.0,0.701767921,0,0,17,0,0,0
19987.0,0.980461836,0,5,0,0,0,0
19988.0,0.848017514,0,0,8,0,0,0
19989.0,0.376119196,0,0,16,0,0,0
19990.0,0.572603643,0,5,0,0,0,0
19991.0,0.296932101,0,0,0,0,1,0
19992.0,0.478853375,0,0,0,0,5,0
19993.0,0.970849097,0,0,17,0,0,0
19994.0,0.146866798,0,0,0,2,0,0
19995.0,0.178204834,0,0,10,0,0,0
19996.0,0.046531215,0,0,0,0,3,0
19997.0,0.972597778,0,5,0,0,0,0
19998.0,0.349854529,4,0,0,0,0,0
19999.0,0.736258268,0,0,2,0,0,0
20000.0,0.707704306,0,0,7,0,0,0
20001.0,0.939510882,0,0,0,0,0,2
20002.0,0.241455406,0,0,10,0,0,0
20003.0,0.018242676,0,0,0,2,0,0
20004.0,0.299302876,0,0,1,0,0,0
20005.0,0.024409099,0,0,11,0,0,0
20006.0,0.11169742,0,0,0,0,4,0
20007.0,0.941647589,0,0,0,6,0,0
20008.0,0.58532089,2,0,0,0,0,0
20009.0,0.880491495,0,0,0,0,8,0
20010.0,0.492764235,4,0,0,0,0,0
20011.0,0.535730898,0,0,5,0,0,0
20012.0,0.884749949,0,0,10,0,0,0
20013.0,0.075527169,0,0,0,7,0,0
20014.0,0.067431182,0,0,5,0,0,0
20015.0,0.123851836,0,0,0,0,4,0
20016.0,0.808140635,0,0,0,8,0,0
20017.0,0.297729462,0,1,0,0,0,0
20018.0,0.961456835,0,0,14,0,0,0
20019.0,0.257880718,0,0,13,0,0,0
20020.0,0.311202049,0,0,7,0,0,0
20021.0,0.955505788,0,0,0,7,0,0
20022.0,0.575942636,0,0,16,0,0,0
20023.0,0.887116849,0,0,0,6,0,0
20024.0,0.042446725,0,0,2,0,0,0
20025.0,0.909797907,0,0,0,1,0,0
20026.0,0.152694538,0,0,0,0,1,0
20027.0,0.558100522,0,0,16,0,0,0
20028.0,0.92178148,4,0,0,0,0,0
20029.0,0.231424406,0,0,0,5,0,0
20030.0,0.049755454,0,0,0,4,0,0
20031.0,0.432520777,0,0,0,0,0,1
20032.0,0.018989081,0,0,8,0,0,0
20033.0,0.848496497,0,0,0,3,0,0
20034.0,0.986393631,5,0,0,0,0,0
20035.0,0.943614662,0,0,0,3,0,0
20036.0,0.97224468,0,0,0,0,0,3
20037.0,0.063630067,0,0,7,0,0,0
20038.0,0.122865655,0,1,0,0,0,0
20039.0,0.770919681,0,0,16,0,0,0
20040.0,0.889394224,0,0,3,0,0,0
20041.0,0.958913386,0,3,0,0,0,0
20042.0,0.343295276,7,0,0,0,0,0
20043.0,0.349854529,4,0,0,0,0,0
20044.0,0.934907258,0,2,0,0,0,0
20045.0,0.78366524,0,0,0,5,0,0
20046.0,0.448544621,0,0,11,0,0,0
20047.0,0.181121677,1,0,0,0,0,0
20048.0,0.782198191,0,0,0,0,0,2
20049.0,0.851524055,0,0,14,0,0,0
20050.0,0.811567128,0,0,0,4,0,0
20051.0,0.420256108,0,0,0,0,5,0
20052.0,0.014159953,0,0,4,0,0,0
20053.0,0.470473707,0,4,0,0,0,0
20054.0,0.090548754,0,0,7,0,0,0
20055.0,0.025144981,0,0,10,0,0,0
20056.0,0.976406157,0,0,0,0,4,0
20057.0,0.293639034,2,0,0,0,0,0
20058.0,0.434917778,8,0,0,0,0,0
20059.0,0.907856643,8,0,0,0,0,0
20060.0,0.475066513,0,0,0,8,0,0
20061.0,0.097731225,0,0,0,0,8,0
20062.0,0.26362735,0,0,11,0,0,0
20063.0,0.319090843,0,0,0,0,8,0
20064.0,0.09153384,0,0,0,2,0,0
20065.0,0.045759622,0,0,3,0,0,0
20066.0,0.626322448,0,0,17,0,0,0
20067.0,0.929900348,0,0,0,8,0,0
20068.0,0.04345762,0,4,0,0,0,0
20069.0,0.202387974,0,0,0,3,0,0
20070.0,0.051143911,0,0,0,0,7,0
20071.0,0.065815225,0,0,0,0,2,0
20072.0,0.961564064,0,0,0,7,0,0
20073.0,0.955865502,0,0,15,0,0,0
20074.0,0.103124253,0,0,15,0,0,0
20075.0,0.58532089,0,0,0,0,7,0
20076.0,0.132826701,0,0,0,0,8,0
20077.0,0.774194479,0,0,12,0,0,0
20078.0,0.80380404,0,0,7,0,0,0
20079.0,0.242036954,0,0,12,0,0,0
20080.0,0.956047118,0,0,0,0,6,0
20081.0,0.980461836,0,5,0,0,0,0
20082.0,0.912746727,0,0,0,7,0,0
20083.0,0.951078534,0,0,7,0,0,0
20084.0,0.879143536,0,0,0,8,0,0
20085.0,0.980406821,6,0,0,0,0,0
20086.0,0.937701702,0,0,7,0,0,0
20087.0,0.825563431,0,0,0,8,0,0
20088.0,0.401028216,4,0,0,0,0,0
20089.0,0.543818712,0,5,0,0,0,0
20090.0,0.74161166,8,0,0,0,0,0
20091.0,0.964687049,4,0,0,0,0,0
20092.0,0.230439693,0,0,12,0,0,0
20093.0,0.157165021,5,0,0,0,0,0
20094.0,0.046212118,4,0,0,0,0,0
20095.0,0.721769094,0,0,0,0,3,0
20096.0,0.138940498,0,0,0,0,5,0
20097.0,0.043371614,0,0,0,0,3,0
20098.0,0.11435809,0,0,0,0,7,0
20099.0,0.971321344,9,0,0,0,0,0
20100.0,0.761371732,8,0,0,0,0,0
20101.0,0.016719349,0,0,7,0,0,0
20102.0,0.172298938,4,0,0,0,0,0
20103.0,0.396334648,0,0,1,0,0,0
20104.0,0.929900348,0,0,0,8,0,0
20105.0,0.087867349,0,0,0,2,0,0
20106.0,0.736258268,0,0,2,0,0,0
20107.0,0.34488067,0,0,16,0,0,0
20108.0,0.01594585,0,0,2,0,0,0
20109.0,0.478853375,0,0,0,0,5,0
20110.0,0.936011076,3,0,0,0,0,0
20111.0,0.907366216,0,0,0,0,3,0
20112.0,0.372296005,0,0,0,0,0,1
20113.0,0.826569736,0,4,0,0,0,0
20114.0,0.444155484,0,0,16,0,0,0
20115.0,0.490160495,0,0,0,5,0,0
20116.0,0.145333454,0,0,0,6,0,0
20117.0,0.913646519,8,0,0,0,0,0
20118.0,0.969176352,0,0,0,5,0,0
20119.0,0.181121677,1,0,0,0,0,0
20120.0,0.981522202,7,0,0,0,0,0
20121.0,0.897673607,0,0,0,0,4,0
20122.0,0.732683122,7,0,0,0,0,0
20123.0,0.607900083,0,0,0,0,0,3
20124.0,0.951230407,9,0,0,0,0,0
20125.0,0.974135041,0,0,14,0,0,0
20126.0,0.068788074,0,0,8,0,0,0
20127.0,0.964891315,0,0,17,0,0,0
20128.0,0.547006965,7,0,0,0,0,0
20129.0,0.467234403,4,0,0,0,0,0
20130.0,0.572603643,0,5,0,0,0,0
20131.0,0.942619443,0,0,15,0,0,0
20132.0,0.973869741,0,3,0,0,0,0
20133.0,0.768861651,0,0,7,0,0,0
20134.0,0.97715205,6,0,0,0,0,0
20135.0,0.884958088,0,0,0,0,4,0
20136.0,0.950175345,0,0,15,0,0,0
20137.0,0.093461998,0,0,0,0,6,0
20138.0,0.38225466,0,0,0,5,0,0
20139.0,0.344698936,0,0,10,0,0,0
20140.0,0.109333701,0,0,0,0,3,0
20141.0,0.643758178,0,0,0,0,1,0
20142.0,0.685222208,0,0,0,8,0,0
20143.0,0.791308761,0,0,1,0,0,0
20144.0,0.969793379,0,0,10,0,0,0
20145.0,0.191689655,4,0,0,0,0,0
20146.0,0.052323867,0,0,0,7,0,0
20147.0,0.956047118,2,0,0,0,0,0
20148.0,0.976868272,6,0,0,0,0,0
20149.0,0.462237746,0,3,0,0,0,0
20150.0,0.976715744,0,0,0,0,8,0
20151.0,0.11435809,0,0,15,0,0,0
20152.0,0.291608632,3,0,0,0,0,0
20153.0,0.985332906,0,0,17,0,0,0
20154.0,0.861997604,0,0,3,0,0,0
20155.0,0.953483403,0,0,4,0,0,0
20156.0,0.099614076,0,1,0,0,0,0
20157.0,0.986393631,5,0,0,0,0,0
20158.0,0.165636942,0,0,2,0,0,0
20159.0,0.18839784,0,5,0,0,0,0
20160.0,0.956047118,0,2,0,0,0,0
20161.0,0.101259843,0,0,14,0,0,0
20162.0,0.979053319,5,0,0,0,0,0
20163.0,0.576785266,5,0,0,0,0,0
20164.0,0.946138203,0,0,10,0,0,0
20165.0,0.939022243,0,0,0,0,3,0
20166.0,0.946151853,0,0,0,0,8,0
20167.0,0.166800827,0,0,9,0,0,0
20168.0,0.97715205,6,0,0,0,0,0
20169.0,0.11501646,4,0,0,0,0,0
20170.0,0.360975266,0,0,0,0,7,0
20171.0,0.864163697,4,0,0,0,0,0
20172.0,0.11435809,0,0,0,0,0,1
20173.0,0.917562425,0,4,0,0,0,0
20174.0,0.82514596,0,0,9,0,0,0
20175.0,0.942548156,0,0,9,0,0,0
20176.0,0.745668769,0,0,0,0,0,3
20177.0,0.041199796,0,0,0,0,2,0
20178.0,0.099937357,0,0,1,0,0,0
20179.0,0.017709952,0,0,0,0,2,0
20180.0,0.887116849,1,0,0,0,0,0
20181.0,0.811379313,0,0,0,7,0,0
20182.0,0.939510882,0,0,13,0,0,0
20183.0,0.80186671,0,0,9,0,0,0
20184.0,0.165223137,5,0,0,0,0,0
20185.0,0.939821184,0,0,7,0,0,0
20186.0,0.11435809,0,0,0,0,7,0
20187.0,0.866036177,0,0,0,0,2,0
20188.0,0.360975266,0,0,0,0,6,0
20189.0,0.923244298,0,0,7,0,0,0
20190.0,0.056837872,0,0,8,0,0,0
20191.0,0.452551842,0,3,0,0,0,0
20192.0,0.024965348,0,0,3,0,0,0
20193.0,0.617387474,4,0,0,0,0,0
20194.0,0.066100329,1,0,0,0,0,0
20195.0,0.860210896,0,0,7,0,0,0
20196.0,0.959046245,5,0,0,0,0,0
20197.0,0.925911903,0,0,7,0,0,0
20198.0,0.136000171,0,0,0,0,3,0
20199.0,0.063304156,0,0,3,0,0,0
20200.0,0.125119597,0,0,11,0,0,0
20201.0,0.018242676,0,0,0,2,0,0
20202.0,0.962581396,0,1,0,0,0,0
20203.0,0.964204073,4,0,0,0,0,0
20204.0,0.908921003,0,2,0,0,0,0
20205.0,0.074625827,0,0,17,0,0,0
20206.0,0.881142974,0,0,11,0,0,0
20207.0,0.723431766,0,0,0,0,8,0
20208.0,0.872855186,0,0,13,0,0,0
20209.0,0.128075376,0,0,7,0,0,0
20210.0,0.165223137,5,0,0,0,0,0
20211.0,0.021809617,0,0,12,0,0,0
20212.0,0.978764415,7,0,0,0,0,0
20213.0,0.471459627,8,0,0,0,0,0
20214.0,0.033935059,0,0,0,0,1,0
20215.0,0.982535005,0,0,0,8,0,0
